collector,start,end,alpha,bravo,charlie
F-Droid,07/27/2020 11:12:06 PM,07/27/2020 11:14:20 PM,3,5,4
F-Droid,07/27/2020 11:11:57 PM,07/27/2020 11:12:36 PM,2,5,2
F-Droid,07/27/2020 11:11:50 PM,07/27/2020 11:51:45 PM,1,5,5
F-Droid,07/27/2020 11:10:38 PM,07/27/2020 11:11:17 PM,3,5,3
F-Droid,07/27/2020 11:10:12 PM,07/27/2020 11:12:15 PM,4,4,2
F-Droid,07/27/2020 11:10:16 PM,07/27/2020 11:14:43 PM,3,5,1
F-Droid,07/27/2020 11:10:00 PM,07/27/2020 11:10:48 PM,2,3,4
F-Droid,07/27/2020 11:09:15 PM,07/27/2020 11:11:05 PM,2,2,4
F-Droid,07/27/2020 11:08:52 PM,07/27/2020 11:10:00 PM,4,5,4
F-Droid,07/27/2020 11:08:07 PM,07/27/2020 11:08:38 PM,2,2,5
F-Droid,07/27/2020 11:07:56 PM,07/27/2020 11:13:58 PM,4,2,4
F-Droid,07/27/2020 11:07:09 PM,07/27/2020 11:08:48 PM,5,5,4
F-Droid,07/27/2020 11:06:25 PM,07/27/2020 11:07:01 PM,2,4,3
F-Droid,07/27/2020 11:06:14 PM,07/27/2020 11:08:22 PM,3,2,5
F-Droid,07/27/2020 11:05:59 PM,07/27/2020 11:07:38 PM,5,5,4
F-Droid,07/27/2020 11:05:53 PM,07/27/2020 11:07:22 PM,4,3,2
F-Droid,07/27/2020 11:05:37 PM,07/27/2020 11:07:32 PM,4,5,3
F-Droid,07/27/2020 11:05:04 PM,07/27/2020 11:06:35 PM,1,1,5
F-Droid,07/27/2020 11:03:18 PM,07/27/2020 11:06:45 PM,3,4,3
F-Droid,07/27/2020 11:04:22 PM,07/27/2020 11:05:19 PM,4,1,5
Google Play Beta,07/27/2020 11:04:17 PM,07/27/2020 11:05:32 PM,5,3,4
F-Droid,07/27/2020 11:03:42 PM,07/27/2020 11:06:13 PM,5,3,3
F-Droid,07/27/2020 11:03:38 PM,07/27/2020 11:04:30 PM,1,4,4
Google Play Beta,07/27/2020 11:03:15 PM,07/27/2020 11:04:08 PM,4,4,2
F-Droid,07/27/2020 11:02:51 PM,07/27/2020 11:03:34 PM,3,5,1
F-Droid,07/27/2020 11:02:35 PM,07/27/2020 11:03:28 PM,4,2,4
F-Droid,07/27/2020 11:02:00 PM,07/27/2020 11:03:49 PM,5,5,5
F-Droid,07/27/2020 11:01:20 PM,07/27/2020 11:02:09 PM,2,4,4
F-Droid,07/27/2020 10:59:42 PM,07/27/2020 11:05:29 PM,2,1,5
F-Droid,07/27/2020 11:00:39 PM,07/27/2020 11:01:38 PM,3,5,4
F-Droid,07/27/2020 11:00:39 PM,07/27/2020 11:09:01 PM,1,2,5
F-Droid,07/27/2020 11:00:37 PM,07/27/2020 11:01:01 PM,1,5,3
F-Droid,07/27/2020 10:59:59 PM,07/27/2020 11:02:05 PM,4,1,5
F-Droid,07/27/2020 11:00:05 PM,07/27/2020 11:00:42 PM,2,1,5
F-Droid,07/27/2020 11:00:05 PM,07/27/2020 11:01:30 PM,1,4,4
F-Droid,07/27/2020 10:59:59 PM,07/27/2020 11:03:44 PM,3,4,5
F-Droid,07/27/2020 10:59:54 PM,07/27/2020 11:01:15 PM,5,4,3
F-Droid,07/27/2020 10:59:52 PM,07/27/2020 11:00:22 PM,2,4,3
Google Play Beta,07/27/2020 10:59:10 PM,07/27/2020 10:59:42 PM,3,3,5
F-Droid,07/27/2020 10:57:51 PM,07/27/2020 11:03:32 PM,5,5,4
F-Droid,07/27/2020 10:57:58 PM,07/27/2020 10:59:24 PM,3,3,5
F-Droid,07/27/2020 10:56:51 PM,07/27/2020 10:57:46 PM,5,1,3
F-Droid,07/27/2020 10:56:00 PM,07/27/2020 10:58:25 PM,3,5,2
F-Droid,07/27/2020 10:54:52 PM,07/27/2020 10:55:33 PM,1,5,3
F-Droid,07/27/2020 10:54:28 PM,07/27/2020 10:55:35 PM,1,2,5
F-Droid,07/27/2020 10:54:21 PM,07/27/2020 10:55:02 PM,4,5,4
F-Droid,07/27/2020 10:54:12 PM,07/27/2020 10:56:39 PM,2,5,4
F-Droid,07/27/2020 10:54:18 PM,07/27/2020 10:54:55 PM,4,3,1
F-Droid,07/27/2020 10:53:35 PM,07/27/2020 10:54:10 PM,2,5,3
F-Droid,07/27/2020 10:53:10 PM,07/27/2020 10:54:25 PM,3,3,3
F-Droid,07/27/2020 10:52:47 PM,07/27/2020 10:55:41 PM,4,3,2
Google Play Beta,07/27/2020 10:52:37 PM,07/27/2020 10:53:22 PM,5,4,2
F-Droid,07/27/2020 10:52:07 PM,07/27/2020 10:53:19 PM,1,5,4
Google Play Beta,07/27/2020 10:51:47 PM,07/27/2020 10:52:30 PM,3,5,4
F-Droid,07/27/2020 10:51:38 PM,07/27/2020 10:52:22 PM,5,3,2
F-Droid,07/27/2020 10:50:47 PM,07/27/2020 10:51:27 PM,2,5,3
F-Droid,07/27/2020 10:50:22 PM,07/27/2020 10:51:19 PM,4,5,1
F-Droid,07/27/2020 10:48:12 PM,07/27/2020 10:48:47 PM,4,5,3
F-Droid,07/27/2020 10:46:26 PM,07/27/2020 10:50:51 PM,4,1,5
F-Droid,07/27/2020 10:44:52 PM,07/27/2020 10:46:57 PM,2,3,4
F-Droid,07/27/2020 10:45:00 PM,07/27/2020 10:46:21 PM,1,3,3
F-Droid,07/27/2020 10:44:15 PM,07/27/2020 10:44:52 PM,3,5,4
F-Droid,07/27/2020 10:42:28 PM,07/27/2020 10:44:00 PM,2,4,5
F-Droid,07/27/2020 10:42:20 PM,07/27/2020 10:45:28 PM,1,2,5
F-Droid,07/27/2020 10:41:43 PM,07/27/2020 10:44:28 PM,1,4,5
F-Droid,07/27/2020 10:41:00 PM,07/27/2020 10:42:06 PM,3,4,3
F-Droid,07/27/2020 10:40:59 PM,07/27/2020 10:42:00 PM,5,3,4
F-Droid,07/27/2020 10:40:59 PM,07/27/2020 10:41:46 PM,5,1,1
F-Droid,07/27/2020 10:39:42 PM,07/27/2020 10:40:43 PM,2,4,5
F-Droid,07/27/2020 10:39:40 PM,07/27/2020 10:40:28 PM,5,4,2
F-Droid,07/27/2020 10:39:30 PM,07/27/2020 10:40:22 PM,5,3,4
F-Droid,07/27/2020 10:39:27 PM,07/27/2020 10:40:36 PM,5,3,3
F-Droid,07/27/2020 10:38:55 PM,07/27/2020 10:39:31 PM,5,4,3
F-Droid,07/27/2020 10:38:55 PM,07/27/2020 10:40:58 PM,3,4,5
F-Droid,07/27/2020 10:38:54 PM,07/27/2020 10:39:46 PM,5,3,4
F-Droid,07/27/2020 10:38:35 PM,07/27/2020 10:39:26 PM,3,3,4
F-Droid,07/27/2020 10:36:58 PM,07/27/2020 10:45:01 PM,5,4,3
Twitter,07/27/2020 10:36:25 PM,07/27/2020 10:45:47 PM,4,5,2
F-Droid,07/27/2020 10:35:57 PM,07/27/2020 10:40:56 PM,4,3,2
F-Droid,07/27/2020 10:35:54 PM,07/27/2020 10:37:20 PM,4,2,5
F-Droid,07/27/2020 09:54:21 PM,07/27/2020 10:36:03 PM,2,5,4
F-Droid,07/27/2020 10:35:24 PM,07/27/2020 10:37:10 PM,5,4,1
F-Droid,07/27/2020 08:44:17 PM,07/27/2020 10:35:38 PM,5,3,1
F-Droid,07/27/2020 10:34:25 PM,07/27/2020 10:35:35 PM,3,4,3
F-Droid,07/27/2020 10:33:34 PM,07/27/2020 10:39:13 PM,4,3,2
F-Droid,07/27/2020 10:33:31 PM,07/27/2020 10:37:02 PM,1,2,4
F-Droid,07/27/2020 10:33:09 PM,07/27/2020 10:34:36 PM,5,2,3
F-Droid,07/27/2020 10:32:21 PM,07/27/2020 10:34:45 PM,1,3,5
F-Droid,07/27/2020 10:32:02 PM,07/27/2020 10:32:53 PM,3,5,1
F-Droid,07/27/2020 10:31:43 PM,07/27/2020 10:33:25 PM,3,5,5
F-Droid,07/27/2020 10:31:43 PM,07/27/2020 10:32:57 PM,5,5,4
F-Droid,07/27/2020 10:31:25 PM,07/27/2020 10:32:25 PM,3,3,4
F-Droid,07/27/2020 10:30:45 PM,07/27/2020 10:31:14 PM,3,4,3
F-Droid,07/27/2020 10:30:33 PM,07/27/2020 10:33:06 PM,4,5,1
F-Droid,07/27/2020 10:30:07 PM,07/27/2020 10:31:03 PM,4,4,3
F-Droid,07/27/2020 10:29:36 PM,07/27/2020 11:02:48 PM,4,2,2
F-Droid,07/27/2020 10:29:01 PM,07/27/2020 10:30:03 PM,5,3,4
F-Droid,07/27/2020 10:28:42 PM,07/27/2020 10:29:32 PM,4,3,4
Google Play Beta,07/27/2020 10:27:55 PM,07/27/2020 10:28:15 PM,1,1,5
Google Play Beta,07/27/2020 10:27:32 PM,07/27/2020 10:28:58 PM,1,4,3
F-Droid,07/27/2020 10:27:42 PM,07/27/2020 10:29:14 PM,2,5,4
F-Droid,07/27/2020 10:27:15 PM,07/27/2020 10:28:17 PM,4,3,2
F-Droid,07/27/2020 10:27:02 PM,07/27/2020 10:27:57 PM,5,4,4
F-Droid,07/27/2020 10:27:04 PM,07/27/2020 10:28:54 PM,3,5,4
F-Droid,07/27/2020 10:26:52 PM,07/27/2020 10:29:02 PM,3,2,4
F-Droid,07/27/2020 10:26:26 PM,07/27/2020 10:27:42 PM,5,4,3
F-Droid,07/27/2020 10:25:43 PM,07/27/2020 10:26:29 PM,4,5,3
F-Droid,07/27/2020 10:24:38 PM,07/27/2020 10:26:17 PM,5,2,4
F-Droid,07/27/2020 10:24:15 PM,07/27/2020 10:26:33 PM,4,3,4
F-Droid,07/27/2020 10:24:09 PM,07/28/2020 01:17:15 PM,4,3,4
F-Droid,07/27/2020 10:24:01 PM,07/27/2020 10:25:03 PM,1,5,3
F-Droid,07/27/2020 10:23:45 PM,07/27/2020 10:27:16 PM,4,5,4
F-Droid,07/27/2020 10:23:37 PM,07/27/2020 10:24:49 PM,4,5,2
F-Droid,07/27/2020 10:22:12 PM,07/27/2020 10:22:29 PM,4,3,3
Google Play Beta,07/27/2020 10:22:06 PM,07/27/2020 10:23:30 PM,5,4,3
F-Droid,07/27/2020 10:21:29 PM,07/27/2020 10:22:59 PM,1,3,5
F-Droid,07/27/2020 10:21:45 PM,07/27/2020 10:22:40 PM,4,2,3
F-Droid,07/27/2020 10:21:24 PM,07/27/2020 10:23:09 PM,4,5,1
F-Droid,07/27/2020 10:21:28 PM,07/27/2020 10:22:08 PM,5,1,1
F-Droid,07/27/2020 10:21:03 PM,07/27/2020 10:22:35 PM,1,4,3
F-Droid,07/27/2020 10:20:10 PM,07/27/2020 10:22:58 PM,2,3,4
F-Droid,07/27/2020 10:19:39 PM,07/27/2020 10:24:45 PM,3,4,3
F-Droid,07/27/2020 10:17:59 PM,07/27/2020 10:20:16 PM,5,2,1
F-Droid,07/27/2020 10:17:34 PM,07/27/2020 10:18:34 PM,2,5,3
F-Droid,07/27/2020 10:17:13 PM,07/27/2020 10:22:37 PM,4,5,3
F-Droid,07/27/2020 10:17:02 PM,07/27/2020 10:18:05 PM,4,5,4
F-Droid,07/27/2020 10:16:58 PM,07/27/2020 10:17:55 PM,5,5,1
F-Droid,07/27/2020 10:17:04 PM,07/27/2020 10:17:40 PM,4,4,3
F-Droid,07/27/2020 10:15:41 PM,07/27/2020 10:17:58 PM,3,2,4
F-Droid,07/27/2020 10:14:59 PM,07/27/2020 10:20:58 PM,2,2,4
Google Play Beta,07/27/2020 10:15:03 PM,07/27/2020 10:15:57 PM,3,5,5
F-Droid,07/27/2020 10:14:22 PM,07/27/2020 10:15:12 PM,4,5,3
F-Droid,07/27/2020 10:14:01 PM,07/27/2020 10:14:56 PM,3,4,3
F-Droid,07/27/2020 10:13:59 PM,07/27/2020 10:15:06 PM,5,3,5
F-Droid,07/27/2020 10:13:51 PM,07/27/2020 10:14:52 PM,3,4,5
F-Droid,07/27/2020 10:13:25 PM,07/27/2020 10:14:25 PM,4,5,3
F-Droid,07/27/2020 10:12:53 PM,07/27/2020 10:14:57 PM,1,5,3
F-Droid,07/27/2020 10:12:28 PM,07/27/2020 10:14:04 PM,5,1,3
F-Droid,07/27/2020 10:11:50 PM,07/27/2020 10:13:06 PM,3,4,3
F-Droid,07/27/2020 10:11:41 PM,07/27/2020 10:12:56 PM,5,1,5
F-Droid,07/27/2020 10:11:42 PM,07/27/2020 10:15:37 PM,2,4,4
F-Droid,07/27/2020 10:11:11 PM,07/27/2020 10:12:02 PM,3,5,2
F-Droid,07/27/2020 10:08:30 PM,07/27/2020 10:12:43 PM,3,2,4
F-Droid,07/27/2020 10:10:27 PM,07/27/2020 10:14:31 PM,1,4,3
F-Droid,07/27/2020 10:10:59 PM,07/27/2020 10:13:49 PM,4,5,3
Google Play Beta,07/27/2020 10:10:35 PM,07/27/2020 10:11:46 PM,4,3,4
F-Droid,07/27/2020 10:09:56 PM,07/27/2020 10:10:43 PM,2,3,4
F-Droid,07/27/2020 10:09:05 PM,07/27/2020 10:10:48 PM,5,1,2
Google Play Beta,07/27/2020 10:08:11 PM,07/27/2020 10:08:54 PM,3,5,4
F-Droid,07/27/2020 10:08:07 PM,07/27/2020 10:09:31 PM,2,3,4
F-Droid,07/27/2020 10:07:45 PM,07/27/2020 10:08:17 PM,1,5,3
F-Droid,07/27/2020 10:07:38 PM,07/27/2020 10:10:57 PM,1,4,3
F-Droid,07/27/2020 10:07:31 PM,07/27/2020 10:08:49 PM,2,2,5
Google Play Beta,07/27/2020 10:07:12 PM,07/27/2020 10:09:06 PM,2,4,3
F-Droid,07/27/2020 10:06:54 PM,07/27/2020 10:12:14 PM,4,4,3
F-Droid,07/27/2020 10:06:36 PM,07/27/2020 10:08:23 PM,4,3,4
F-Droid,07/27/2020 10:04:24 PM,07/27/2020 10:05:40 PM,4,5,1
F-Droid,07/27/2020 10:04:03 PM,07/27/2020 10:05:33 PM,4,5,3
F-Droid,07/27/2020 10:04:08 PM,07/27/2020 10:05:18 PM,4,5,5
F-Droid,07/27/2020 10:04:02 PM,07/27/2020 10:04:35 PM,4,5,3
F-Droid,07/27/2020 10:04:02 PM,07/27/2020 10:04:46 PM,4,5,3
F-Droid,07/27/2020 10:03:07 PM,07/27/2020 10:03:36 PM,4,2,3
F-Droid,07/27/2020 10:02:20 PM,07/27/2020 10:03:07 PM,5,2,2
F-Droid,07/27/2020 10:01:30 PM,07/27/2020 10:02:48 PM,5,3,4
F-Droid,07/27/2020 10:01:22 PM,07/27/2020 10:03:46 PM,1,3,5
F-Droid,07/27/2020 10:00:36 PM,07/27/2020 10:02:17 PM,3,5,4
F-Droid,07/27/2020 09:58:06 PM,07/27/2020 10:01:49 PM,3,4,5
F-Droid,07/27/2020 09:57:12 PM,07/27/2020 09:57:54 PM,5,5,5
F-Droid,07/27/2020 09:56:51 PM,07/27/2020 09:57:49 PM,4,5,2
F-Droid,07/27/2020 09:56:48 PM,07/27/2020 09:57:52 PM,4,2,4
F-Droid,07/27/2020 09:56:06 PM,07/27/2020 09:56:51 PM,4,1,3
Google Play Beta,07/27/2020 09:55:49 PM,07/27/2020 09:58:08 PM,3,5,2
F-Droid,07/27/2020 09:55:01 PM,07/27/2020 09:56:47 PM,4,5,3
F-Droid,07/27/2020 09:54:29 PM,07/27/2020 09:55:25 PM,2,5,3
Google Play Beta,07/27/2020 09:52:16 PM,07/27/2020 09:54:31 PM,4,3,3
F-Droid,07/27/2020 09:49:57 PM,07/28/2020 11:23:33 AM,3,4,5
F-Droid,07/27/2020 09:50:09 PM,07/27/2020 09:51:41 PM,4,3,3
F-Droid,07/27/2020 09:48:07 PM,07/27/2020 09:49:11 PM,5,4,3
F-Droid,07/27/2020 09:48:16 PM,07/27/2020 09:49:05 PM,4,1,4
F-Droid,07/27/2020 09:48:00 PM,07/27/2020 09:48:43 PM,2,5,5
F-Droid,07/27/2020 09:47:07 PM,07/27/2020 09:47:42 PM,2,5,5
F-Droid,07/27/2020 09:45:50 PM,07/27/2020 09:51:21 PM,5,3,4
F-Droid,07/27/2020 09:45:52 PM,07/27/2020 09:47:12 PM,4,5,4
F-Droid,07/27/2020 09:45:55 PM,07/27/2020 09:46:52 PM,4,5,5
F-Droid,07/27/2020 09:45:47 PM,07/27/2020 09:46:30 PM,3,4,5
F-Droid,07/27/2020 09:45:31 PM,07/27/2020 09:46:16 PM,4,5,3
F-Droid,07/27/2020 09:45:12 PM,07/27/2020 09:47:38 PM,5,5,5
F-Droid,07/27/2020 09:45:02 PM,07/27/2020 09:46:45 PM,4,5,3
F-Droid,07/27/2020 09:44:40 PM,07/27/2020 09:45:16 PM,4,4,4
Twitter,07/27/2020 09:43:17 PM,07/27/2020 09:46:46 PM,2,5,4
F-Droid,07/27/2020 09:42:56 PM,07/27/2020 09:43:27 PM,3,5,4
F-Droid,07/27/2020 09:40:15 PM,07/27/2020 09:50:09 PM,5,4,3
F-Droid,07/27/2020 09:39:30 PM,07/27/2020 09:42:21 PM,4,3,3
F-Droid,07/27/2020 09:39:14 PM,07/27/2020 09:41:02 PM,1,3,5
F-Droid,07/27/2020 09:37:36 PM,07/27/2020 09:39:21 PM,4,1,3
F-Droid,07/27/2020 09:37:04 PM,07/27/2020 09:40:10 PM,5,4,3
F-Droid,07/27/2020 09:36:49 PM,07/27/2020 09:38:35 PM,1,3,4
Google Play Beta,07/27/2020 09:36:23 PM,07/27/2020 09:39:04 PM,4,5,3
F-Droid,07/27/2020 09:36:10 PM,07/27/2020 09:37:15 PM,3,5,1
F-Droid,07/27/2020 09:36:01 PM,07/27/2020 09:36:44 PM,2,4,3
F-Droid,07/27/2020 09:35:39 PM,07/27/2020 09:36:28 PM,5,5,5
F-Droid,07/27/2020 09:35:09 PM,07/27/2020 09:36:28 PM,1,5,3
F-Droid,07/27/2020 09:34:19 PM,07/27/2020 09:39:53 PM,5,5,1
F-Droid,07/27/2020 09:32:27 PM,07/27/2020 09:34:53 PM,2,3,2
F-Droid,07/27/2020 09:31:19 PM,07/27/2020 09:32:43 PM,1,1,5
F-Droid,07/27/2020 09:30:38 PM,07/27/2020 09:39:24 PM,2,4,3
F-Droid,07/27/2020 09:30:33 PM,07/27/2020 09:31:34 PM,1,5,1
F-Droid,07/27/2020 09:30:18 PM,07/27/2020 09:31:45 PM,5,2,3
Google Play Beta,07/27/2020 09:30:14 PM,07/27/2020 09:33:26 PM,5,5,4
F-Droid,07/27/2020 09:29:53 PM,07/27/2020 09:30:34 PM,3,5,4
F-Droid,07/27/2020 09:28:58 PM,07/27/2020 09:30:12 PM,5,4,2
F-Droid,07/27/2020 09:28:32 PM,07/27/2020 09:29:50 PM,1,5,3
F-Droid,07/27/2020 09:28:04 PM,07/27/2020 09:28:49 PM,1,1,5
F-Droid,07/27/2020 09:27:31 PM,07/27/2020 09:29:58 PM,5,5,4
F-Droid,07/27/2020 09:26:47 PM,07/27/2020 10:09:58 PM,1,5,3
F-Droid,07/27/2020 09:25:59 PM,07/27/2020 09:27:39 PM,3,4,2
F-Droid,07/27/2020 09:25:36 PM,07/27/2020 09:26:28 PM,5,3,2
F-Droid,07/27/2020 09:24:38 PM,07/27/2020 09:27:04 PM,2,3,4
F-Droid,07/27/2020 09:25:05 PM,07/27/2020 09:27:11 PM,4,5,3
F-Droid,07/27/2020 09:24:11 PM,07/27/2020 09:26:00 PM,2,5,1
F-Droid,07/27/2020 09:22:42 PM,07/27/2020 09:23:25 PM,3,5,4
F-Droid,07/27/2020 09:22:05 PM,07/27/2020 09:23:55 PM,2,1,5
F-Droid,07/27/2020 09:22:07 PM,07/27/2020 09:22:49 PM,5,4,4
F-Droid,07/27/2020 09:21:19 PM,07/27/2020 09:23:03 PM,2,3,4
Google Play Beta,07/27/2020 09:21:09 PM,07/27/2020 09:22:17 PM,4,3,3
Google Play Beta,07/27/2020 09:19:13 PM,07/27/2020 09:20:24 PM,5,4,3
F-Droid,07/27/2020 09:17:53 PM,07/27/2020 09:23:17 PM,4,5,4
F-Droid,07/27/2020 09:18:04 PM,07/27/2020 09:18:54 PM,3,5,3
Twitter,07/27/2020 09:17:41 PM,07/27/2020 09:18:46 PM,3,4,3
F-Droid,07/27/2020 09:16:59 PM,07/27/2020 09:17:38 PM,5,1,5
F-Droid,07/27/2020 09:16:36 PM,07/27/2020 09:17:50 PM,4,3,4
F-Droid,07/27/2020 09:15:58 PM,07/27/2020 09:19:51 PM,2,5,3
F-Droid,07/27/2020 09:15:37 PM,07/27/2020 09:30:05 PM,5,4,4
F-Droid,07/27/2020 09:15:26 PM,07/27/2020 09:18:23 PM,5,2,3
F-Droid,07/27/2020 09:13:46 PM,07/27/2020 09:16:33 PM,4,4,3
F-Droid,07/27/2020 09:13:03 PM,07/27/2020 09:13:48 PM,1,2,4
F-Droid,07/27/2020 09:12:58 PM,07/27/2020 09:14:13 PM,2,3,5
F-Droid,07/27/2020 09:12:07 PM,07/27/2020 09:13:25 PM,4,4,5
F-Droid,07/27/2020 09:10:23 PM,07/27/2020 09:11:15 PM,3,4,3
Google Play Beta,07/27/2020 09:10:03 PM,07/27/2020 09:10:51 PM,1,5,2
Google Play Beta,07/27/2020 09:08:52 PM,07/27/2020 09:09:44 PM,2,2,5
F-Droid,07/27/2020 09:08:38 PM,07/27/2020 09:09:35 PM,5,5,3
F-Droid,07/27/2020 09:07:31 PM,07/27/2020 09:08:29 PM,3,2,2
F-Droid,07/27/2020 09:06:38 PM,07/27/2020 09:07:23 PM,5,4,4
F-Droid,07/27/2020 09:06:14 PM,07/27/2020 09:11:44 PM,1,5,1
F-Droid,07/27/2020 09:05:18 PM,07/27/2020 09:30:20 PM,5,4,3
F-Droid,07/27/2020 09:05:21 PM,07/27/2020 09:10:49 PM,4,5,3
Google Play Beta,07/27/2020 09:05:27 PM,07/27/2020 09:08:00 PM,4,3,3
F-Droid,07/27/2020 09:04:50 PM,07/27/2020 09:08:28 PM,4,3,2
F-Droid,07/27/2020 09:04:56 PM,07/27/2020 09:06:00 PM,4,4,3
F-Droid,07/27/2020 09:04:17 PM,07/27/2020 09:05:31 PM,4,5,1
F-Droid,07/27/2020 09:04:01 PM,07/27/2020 09:07:06 PM,1,2,5
F-Droid,07/27/2020 09:01:17 PM,07/27/2020 09:02:37 PM,5,5,4
F-Droid,07/27/2020 09:00:17 PM,07/27/2020 09:01:13 PM,3,5,4
F-Droid,07/27/2020 08:59:28 PM,07/27/2020 09:01:54 PM,1,3,5
F-Droid,07/27/2020 08:59:16 PM,07/27/2020 09:01:19 PM,3,5,4
F-Droid,07/27/2020 08:58:22 PM,07/27/2020 08:59:15 PM,5,4,3
F-Droid,07/27/2020 08:58:01 PM,07/27/2020 08:58:38 PM,1,4,3
Google Play Beta,07/27/2020 08:57:31 PM,07/27/2020 08:58:15 PM,5,4,2
F-Droid,07/27/2020 08:57:01 PM,07/27/2020 08:59:04 PM,4,1,3
F-Droid,07/27/2020 08:56:47 PM,07/27/2020 08:58:12 PM,2,5,4
F-Droid,07/27/2020 08:56:25 PM,07/27/2020 08:57:20 PM,4,3,4
F-Droid,07/27/2020 08:55:15 PM,07/27/2020 09:02:21 PM,5,1,3
F-Droid,07/27/2020 08:55:08 PM,07/27/2020 08:56:54 PM,4,4,3
F-Droid,07/27/2020 08:53:40 PM,07/27/2020 08:56:42 PM,5,4,3
F-Droid,07/27/2020 08:53:28 PM,07/27/2020 08:55:59 PM,3,2,4
F-Droid,07/27/2020 08:51:47 PM,07/27/2020 08:52:57 PM,5,3,4
F-Droid,07/27/2020 08:51:41 PM,07/27/2020 08:53:18 PM,4,5,2
F-Droid,07/27/2020 08:50:24 PM,07/27/2020 08:52:04 PM,5,4,3
F-Droid,07/27/2020 08:49:40 PM,07/27/2020 08:51:10 PM,1,5,4
F-Droid,07/27/2020 08:49:06 PM,07/27/2020 08:50:45 PM,2,5,5
F-Droid,07/27/2020 08:48:38 PM,07/27/2020 08:49:42 PM,4,5,2
Google Play Beta,07/27/2020 08:47:28 PM,07/27/2020 08:48:47 PM,4,2,4
F-Droid,07/27/2020 08:46:59 PM,07/27/2020 08:49:28 PM,4,3,3
F-Droid,07/27/2020 08:46:34 PM,07/27/2020 08:47:32 PM,5,5,4
F-Droid,07/27/2020 08:45:57 PM,07/27/2020 08:46:43 PM,4,2,3
F-Droid,07/27/2020 08:44:46 PM,07/27/2020 08:46:25 PM,2,5,4
F-Droid,07/27/2020 08:44:54 PM,07/27/2020 08:46:53 PM,5,5,3
F-Droid,07/27/2020 08:44:40 PM,07/27/2020 08:46:17 PM,4,2,4
F-Droid,07/27/2020 08:44:26 PM,07/27/2020 08:47:48 PM,4,1,4
F-Droid,07/27/2020 08:44:38 PM,07/27/2020 08:45:33 PM,4,5,3
F-Droid,07/27/2020 08:44:09 PM,07/27/2020 08:45:51 PM,2,4,5
F-Droid,07/27/2020 08:43:05 PM,07/27/2020 08:44:47 PM,3,3,4
F-Droid,07/27/2020 08:43:16 PM,07/27/2020 08:44:54 PM,4,2,2
F-Droid,07/27/2020 08:43:20 PM,07/27/2020 08:44:00 PM,4,3,3
F-Droid,07/27/2020 08:42:44 PM,07/27/2020 08:44:17 PM,2,5,4
F-Droid,07/27/2020 08:42:36 PM,07/27/2020 08:45:44 PM,2,3,3
F-Droid,07/27/2020 08:42:16 PM,07/27/2020 08:43:17 PM,2,3,5
F-Droid,07/27/2020 08:42:16 PM,07/27/2020 08:43:13 PM,2,3,5
F-Droid,07/27/2020 08:42:07 PM,07/27/2020 08:43:27 PM,2,4,5
F-Droid,07/27/2020 08:42:00 PM,07/27/2020 08:43:04 PM,2,4,4
F-Droid,07/27/2020 08:40:24 PM,07/27/2020 08:43:45 PM,5,5,1
F-Droid,07/27/2020 08:39:51 PM,07/27/2020 08:40:48 PM,4,4,5
F-Droid,07/27/2020 08:39:45 PM,07/27/2020 08:41:32 PM,3,5,4
F-Droid,07/27/2020 08:39:39 PM,07/27/2020 08:40:26 PM,5,5,4
F-Droid,07/27/2020 08:39:18 PM,07/27/2020 08:49:57 PM,3,1,5
F-Droid,07/27/2020 08:38:50 PM,07/27/2020 08:40:16 PM,2,5,3
F-Droid,07/27/2020 08:39:02 PM,07/27/2020 08:40:10 PM,3,1,5
F-Droid,07/27/2020 08:38:56 PM,07/27/2020 08:40:15 PM,1,5,1
F-Droid,07/27/2020 08:37:20 PM,07/27/2020 08:37:57 PM,3,5,4
F-Droid,07/27/2020 08:37:11 PM,07/27/2020 08:39:24 PM,4,5,3
F-Droid,07/27/2020 08:35:50 PM,07/27/2020 08:36:16 PM,4,5,2
F-Droid,07/27/2020 08:35:06 PM,07/27/2020 08:39:28 PM,5,4,3
F-Droid,07/27/2020 08:34:24 PM,07/27/2020 08:35:12 PM,4,5,4
F-Droid,07/27/2020 08:34:13 PM,07/27/2020 08:41:41 PM,4,5,2
F-Droid,07/27/2020 08:32:54 PM,07/27/2020 08:33:57 PM,3,5,2
F-Droid,07/27/2020 08:31:29 PM,07/27/2020 08:32:13 PM,1,1,5
F-Droid,07/27/2020 08:30:48 PM,07/27/2020 08:32:12 PM,4,3,4
F-Droid,07/27/2020 08:30:26 PM,07/27/2020 08:31:45 PM,5,4,1
F-Droid,07/27/2020 08:30:36 PM,07/27/2020 08:31:52 PM,1,1,5
F-Droid,07/27/2020 08:28:07 PM,07/27/2020 08:29:35 PM,5,4,4
F-Droid,07/27/2020 08:27:58 PM,07/27/2020 08:28:38 PM,2,5,4
F-Droid,07/27/2020 08:27:37 PM,07/27/2020 08:29:18 PM,4,5,3
F-Droid,07/27/2020 08:27:39 PM,07/27/2020 08:29:11 PM,4,4,4
F-Droid,07/27/2020 08:26:01 PM,07/27/2020 08:27:02 PM,3,3,4
Google Play Beta,07/27/2020 08:24:54 PM,07/27/2020 08:25:55 PM,1,3,5
