collector,start,end,alpha,bravo,charlie
Google Play Beta,08/17/2020 05:36:56 PM,08/17/2020 05:38:45 PM,5,3,4
Google Play Random,08/17/2020 05:35:16 PM,08/17/2020 05:37:09 PM,5,4,3
Google Play Random,08/17/2020 04:39:20 PM,08/17/2020 04:41:14 PM,3,5,3
Google Play Random,08/17/2020 04:38:04 PM,08/17/2020 04:39:09 PM,4,4,3
Google Play Random,08/17/2020 04:29:08 PM,08/17/2020 04:30:06 PM,4,1,5
Google Play Random,08/17/2020 04:25:28 PM,08/17/2020 04:26:33 PM,2,4,5
Google Play Random,08/17/2020 04:23:56 PM,08/17/2020 04:25:19 PM,4,4,5
Google Play Random,08/17/2020 04:21:28 PM,08/17/2020 04:23:30 PM,3,1,2
Google Play Random,08/17/2020 04:16:05 PM,08/17/2020 04:17:15 PM,5,3,2
Google Play Random,08/17/2020 04:03:28 PM,08/17/2020 04:03:54 PM,2,3,1
Google Play Random,08/17/2020 04:02:43 PM,08/17/2020 04:04:02 PM,1,2,2
Google Play Beta,08/17/2020 03:59:28 PM,08/17/2020 04:00:24 PM,1,1,5
Google Play Random,08/17/2020 03:48:26 PM,08/17/2020 03:49:08 PM,4,4,3
Google Play Random,08/17/2020 03:11:00 PM,08/17/2020 03:11:29 PM,5,4,1
Google Play Random,08/17/2020 02:36:13 PM,08/17/2020 02:37:43 PM,3,4,5
Google Play Random,08/17/2020 02:34:53 PM,08/17/2020 02:35:56 PM,5,3,2
Google Play Random,08/17/2020 02:19:09 PM,08/17/2020 02:19:58 PM,5,4,3
Google Play Random,08/17/2020 02:17:56 PM,08/17/2020 02:18:35 PM,4,5,3
Google Play Beta,08/17/2020 02:16:30 PM,08/17/2020 02:17:32 PM,4,2,5
Google Play Random,08/17/2020 02:03:21 PM,08/17/2020 02:04:22 PM,3,4,4
Google Play Random,08/17/2020 01:58:44 PM,08/17/2020 01:59:41 PM,3,2,2
Google Play Random,08/17/2020 01:57:19 PM,08/17/2020 01:57:57 PM,1,5,4
Google Play Random,08/17/2020 01:55:56 PM,08/17/2020 01:58:03 PM,3,5,2
Google Play Random,08/17/2020 01:50:23 PM,08/17/2020 01:50:49 PM,2,5,3
Google Play Random,08/17/2020 01:49:41 PM,08/17/2020 01:50:31 PM,2,4,5
Google Play Random,08/17/2020 01:43:53 PM,08/17/2020 01:44:52 PM,2,4,3
Google Play Random,08/17/2020 01:43:27 PM,08/17/2020 01:43:55 PM,4,2,5
Google Play Random,08/17/2020 01:27:51 PM,08/17/2020 01:28:29 PM,2,3,4
Google Play Random,08/17/2020 01:18:38 PM,08/17/2020 01:20:25 PM,2,4,5
Google Play Random,08/17/2020 01:07:33 PM,08/17/2020 01:08:05 PM,1,5,3
Google Play Random,08/17/2020 12:48:12 PM,08/17/2020 12:49:38 PM,3,4,1
Google Play Random,08/17/2020 12:42:45 PM,08/17/2020 12:43:44 PM,5,2,2
Google Play Random,08/17/2020 12:22:47 PM,08/17/2020 12:23:40 PM,4,3,4
Google Play Beta,08/17/2020 12:18:08 PM,08/17/2020 12:19:05 PM,1,1,5
Google Play Random,08/17/2020 11:38:35 AM,08/17/2020 11:39:52 AM,5,4,2
Google Play Random,08/17/2020 11:33:13 AM,08/17/2020 11:33:56 AM,5,2,2
Google Play Random,08/17/2020 11:32:20 AM,08/17/2020 11:33:24 AM,1,2,4
Google Play Random,08/17/2020 11:27:09 AM,08/17/2020 11:28:12 AM,3,4,3
Google Play Random,08/17/2020 11:25:07 AM,08/17/2020 11:27:52 AM,3,5,3
Google Play Random,08/17/2020 10:33:24 AM,08/17/2020 10:34:41 AM,2,3,5
Google Play Random,08/17/2020 10:23:37 AM,08/17/2020 10:24:58 AM,2,5,3
Google Play Random,08/17/2020 10:22:10 AM,08/17/2020 10:23:10 AM,2,5,3
Google Play Random,08/17/2020 10:20:28 AM,08/17/2020 10:21:24 AM,3,4,4
Google Play Random,08/17/2020 09:30:56 AM,08/17/2020 09:33:28 AM,3,2,5
Google Play Random,08/17/2020 09:23:48 AM,08/17/2020 09:24:49 AM,2,4,5
Google Play Random,08/17/2020 09:11:45 AM,08/17/2020 09:13:44 AM,5,3,2
Google Play Random,08/17/2020 09:11:55 AM,08/17/2020 09:13:08 AM,5,3,3
Google Play Random,08/17/2020 09:05:19 AM,08/17/2020 09:05:55 AM,5,5,4
Google Play Random,08/17/2020 08:54:12 AM,08/17/2020 08:55:35 AM,5,4,3
Google Play Random,08/17/2020 08:32:33 AM,08/17/2020 08:33:12 AM,5,4,3
Google Play Random,08/17/2020 08:31:23 AM,08/17/2020 08:32:27 AM,4,4,4
Google Play Random,08/17/2020 08:23:38 AM,08/17/2020 04:48:21 PM,1,3,5
Google Play Random,08/17/2020 08:22:38 AM,08/17/2020 08:27:57 AM,3,5,4
Google Play Random,08/17/2020 08:14:07 AM,08/17/2020 08:16:39 AM,4,2,3
Google Play Random,08/17/2020 08:01:26 AM,08/17/2020 08:02:15 AM,4,5,4
Google Play Random,08/17/2020 08:01:06 AM,08/17/2020 08:03:55 AM,2,4,5
Google Play Random,08/17/2020 07:50:06 AM,08/17/2020 07:53:44 AM,4,4,2
Google Play Random,08/17/2020 07:43:05 AM,08/17/2020 07:44:26 AM,4,1,4
Google Play Random,08/17/2020 07:26:04 AM,08/17/2020 07:31:33 AM,4,3,5
Google Play Random,08/17/2020 07:14:46 AM,08/17/2020 07:15:24 AM,3,3,5
Google Play Random,08/17/2020 07:12:14 AM,08/17/2020 07:13:36 AM,1,3,4
Google Play Random,08/17/2020 07:11:19 AM,08/17/2020 07:12:37 AM,2,1,5
Google Play Random,08/17/2020 07:11:18 AM,08/17/2020 07:11:49 AM,2,4,3
Google Play Random,08/17/2020 06:36:51 AM,08/17/2020 06:37:29 AM,1,4,4
Google Play Random,08/17/2020 06:35:25 AM,08/17/2020 06:36:54 AM,5,4,3
Google Play Random,08/17/2020 06:10:34 AM,08/17/2020 06:14:19 AM,5,4,3
Google Play Random,08/17/2020 04:13:33 AM,08/17/2020 04:15:08 AM,2,4,4
Google Play Random,08/17/2020 04:02:48 AM,08/17/2020 04:03:16 AM,2,2,3
Google Play Random,08/17/2020 04:00:19 AM,08/17/2020 04:01:55 AM,5,3,1
Google Play Random,08/17/2020 03:52:27 AM,08/17/2020 03:52:43 AM,2,5,4
Google Play Random,08/17/2020 03:50:19 AM,08/17/2020 03:53:06 AM,1,4,4
Google Play Beta,08/17/2020 03:33:13 AM,08/17/2020 03:34:19 AM,4,1,3
Google Play Random,08/17/2020 03:14:55 AM,08/17/2020 03:18:34 AM,3,4,4
Google Play Random,08/17/2020 03:13:57 AM,08/17/2020 03:15:16 AM,2,5,3
Google Play Random,08/17/2020 03:00:09 AM,08/17/2020 03:01:18 AM,5,1,4
Google Play Random,08/17/2020 02:55:48 AM,08/17/2020 02:56:30 AM,5,4,3
Google Play Random,08/17/2020 02:53:28 AM,08/17/2020 02:54:02 AM,2,3,4
Google Play Random,08/16/2020 07:08:48 PM,08/17/2020 02:34:34 AM,3,5,4
Google Play Random,08/17/2020 02:31:23 AM,08/17/2020 02:32:30 AM,5,3,3
Google Play Random,08/17/2020 01:43:24 AM,08/17/2020 01:44:36 AM,4,3,5
Google Play Random,08/17/2020 01:12:49 AM,08/17/2020 01:13:47 AM,4,5,3
Google Play Random,08/17/2020 01:01:25 AM,08/17/2020 01:02:32 AM,1,1,5
Google Play Random,08/17/2020 12:48:43 AM,08/17/2020 12:49:55 AM,2,1,4
Google Play Random,08/17/2020 12:25:07 AM,08/17/2020 12:26:45 AM,3,5,3
Google Play Random,08/17/2020 12:22:23 AM,08/17/2020 12:24:36 AM,3,4,4
Google Play Random,08/16/2020 11:56:36 PM,08/17/2020 12:14:48 AM,2,3,5
Google Play Random,08/16/2020 11:38:41 PM,08/16/2020 11:39:43 PM,3,4,3
Google Play Random,08/16/2020 11:14:21 PM,08/16/2020 11:15:45 PM,5,4,3
Google Play Random,08/16/2020 11:02:58 PM,08/16/2020 11:04:13 PM,2,4,1
Google Play Random,08/16/2020 10:45:54 PM,08/16/2020 10:46:28 PM,4,3,4
Google Play Random,08/16/2020 10:33:51 PM,08/16/2020 10:34:55 PM,3,5,2
Google Play Beta,08/16/2020 10:31:14 PM,08/16/2020 10:33:41 PM,2,4,1
Google Play Random,08/16/2020 10:25:06 PM,08/16/2020 10:25:49 PM,3,5,4
Google Play Random,08/16/2020 10:12:29 PM,08/16/2020 10:13:01 PM,3,5,5
Google Play Random,08/16/2020 10:11:06 PM,08/16/2020 10:12:50 PM,2,4,3
Google Play Random,08/16/2020 10:11:06 PM,08/16/2020 10:11:59 PM,5,5,1
Google Play Random,08/16/2020 10:03:42 PM,08/16/2020 10:08:27 PM,5,4,3
Google Play Random,08/16/2020 10:00:04 PM,08/16/2020 10:00:30 PM,5,4,3
Google Play Random,08/16/2020 09:55:54 PM,08/16/2020 09:56:49 PM,3,3,5
Google Play Random,08/16/2020 08:31:38 PM,08/16/2020 08:37:21 PM,3,5,3
Google Play Random,08/16/2020 08:27:49 PM,08/16/2020 08:28:21 PM,3,5,5
Google Play Random,08/16/2020 08:26:00 PM,08/16/2020 08:27:18 PM,5,1,2
Google Play Random,08/16/2020 08:24:10 PM,08/16/2020 08:27:18 PM,5,4,3
Google Play Random,08/16/2020 08:07:07 PM,08/16/2020 08:08:00 PM,4,5,3
Google Play Random,08/16/2020 08:03:16 PM,08/16/2020 08:05:10 PM,5,3,1
Google Play Random,08/16/2020 08:00:42 PM,08/16/2020 08:01:53 PM,4,4,5
Google Play Random,08/16/2020 07:36:57 PM,08/16/2020 07:38:14 PM,3,4,3
Google Play Random,08/16/2020 07:33:21 PM,08/16/2020 07:33:48 PM,5,3,3
Google Play Beta,08/16/2020 07:16:00 PM,08/16/2020 07:19:29 PM,4,1,1
Google Play Random,08/16/2020 07:15:51 PM,08/16/2020 07:16:35 PM,3,4,5
Google Play Random,08/16/2020 07:12:15 PM,08/16/2020 07:13:38 PM,4,5,3
Google Play Random,08/16/2020 07:04:24 PM,08/16/2020 07:04:41 PM,3,4,5
Google Play Random,08/16/2020 07:02:43 PM,08/16/2020 07:04:02 PM,2,4,3
Google Play Random,08/16/2020 06:42:01 PM,08/16/2020 06:42:46 PM,4,2,4
Google Play Random,08/16/2020 06:30:46 PM,08/16/2020 06:31:30 PM,3,4,4
Google Play Random,08/16/2020 06:15:10 PM,08/16/2020 06:15:43 PM,5,3,3
Google Play Random,08/16/2020 06:10:26 PM,08/16/2020 06:15:09 PM,2,4,3
Google Play Random,08/16/2020 06:09:42 PM,08/16/2020 06:10:59 PM,3,5,3
Google Play Random,08/16/2020 05:55:57 PM,08/16/2020 05:56:28 PM,2,5,2
Google Play Random,08/16/2020 05:45:39 PM,08/16/2020 05:46:28 PM,5,3,5
Google Play Random,08/16/2020 05:42:46 PM,08/16/2020 05:45:06 PM,5,2,4
Google Play Random,08/16/2020 05:35:49 PM,08/16/2020 05:36:26 PM,5,2,4
Google Play Random,08/16/2020 05:35:18 PM,08/16/2020 05:36:16 PM,2,5,3
Google Play Random,08/16/2020 05:21:50 PM,08/16/2020 05:22:28 PM,5,1,3
Google Play Random,08/16/2020 05:14:28 PM,08/16/2020 05:15:26 PM,3,5,4
Google Play Random,08/16/2020 05:12:59 PM,08/16/2020 05:14:04 PM,4,5,4
Google Play Random,08/16/2020 05:11:44 PM,08/16/2020 05:12:21 PM,4,4,3
Google Play Random,08/16/2020 05:07:53 PM,08/16/2020 05:09:03 PM,2,5,3
Google Play Random,08/16/2020 05:04:50 PM,08/16/2020 05:06:12 PM,3,5,3
Google Play Random,08/16/2020 04:54:35 PM,08/16/2020 04:55:54 PM,4,4,4
Google Play Random,08/16/2020 04:35:46 PM,08/16/2020 04:36:34 PM,3,3,4
Google Play Random,08/16/2020 04:34:22 PM,08/16/2020 04:35:08 PM,5,3,3
Google Play Random,08/16/2020 03:59:58 PM,08/16/2020 04:00:31 PM,3,4,2
Google Play Random,08/16/2020 03:59:26 PM,08/16/2020 04:00:50 PM,3,4,3
Google Play Random,08/16/2020 03:55:41 PM,08/16/2020 03:56:42 PM,2,4,3
Google Play Random,08/16/2020 03:51:26 PM,08/16/2020 03:52:23 PM,4,4,3
Google Play Random,08/16/2020 03:37:33 PM,08/16/2020 03:39:06 PM,5,3,2
Google Play Random,08/16/2020 03:17:28 PM,08/16/2020 03:27:29 PM,1,4,5
Google Play Random,08/16/2020 03:15:04 PM,08/16/2020 03:16:06 PM,4,1,5
Google Play Random,08/16/2020 03:11:24 PM,08/16/2020 03:12:10 PM,5,3,4
Google Play Random,08/16/2020 02:59:18 PM,08/16/2020 02:59:59 PM,1,5,2
Google Play Random,08/16/2020 02:49:03 PM,08/16/2020 02:50:29 PM,5,2,2
Google Play Random,08/16/2020 02:47:00 PM,08/16/2020 02:47:41 PM,5,3,1
Google Play Random,08/16/2020 02:43:59 PM,08/16/2020 02:44:39 PM,2,5,4
Google Play Random,08/16/2020 02:36:16 PM,08/16/2020 02:37:05 PM,1,5,3
Google Play Random,08/16/2020 02:33:13 PM,08/16/2020 02:34:19 PM,5,3,4
Google Play Random,08/16/2020 02:03:02 PM,08/16/2020 02:03:27 PM,5,1,3
Google Play Random,08/16/2020 02:01:24 PM,08/16/2020 02:02:27 PM,2,3,4
Google Play Beta,08/16/2020 01:49:50 PM,08/16/2020 01:52:57 PM,4,5,2
Google Play Random,08/16/2020 01:33:21 PM,08/16/2020 01:34:27 PM,5,4,2
Google Play Random,08/16/2020 01:12:40 PM,08/16/2020 01:13:06 PM,5,5,4
Google Play Random,08/16/2020 12:57:24 PM,08/16/2020 01:00:43 PM,4,5,2
Google Play Random,08/16/2020 12:52:51 PM,08/16/2020 12:54:11 PM,2,4,4
Google Play Random,08/16/2020 12:52:28 PM,08/16/2020 12:53:55 PM,2,4,5
Google Play Random,08/16/2020 12:51:05 PM,08/16/2020 12:53:02 PM,5,5,5
Google Play Random,08/16/2020 12:46:08 PM,08/16/2020 12:47:25 PM,4,3,1
Google Play Random,08/16/2020 12:36:34 PM,08/16/2020 12:37:59 PM,4,4,3
Google Play Random,08/16/2020 12:19:08 PM,08/16/2020 12:20:20 PM,3,1,4
Google Play Random,08/16/2020 12:05:48 PM,08/16/2020 12:06:45 PM,4,5,4
Google Play Random,08/16/2020 11:47:39 AM,08/16/2020 11:48:35 AM,1,1,3
Google Play Random,08/16/2020 11:42:11 AM,08/16/2020 11:42:38 AM,3,3,5
Google Play Random,08/16/2020 11:30:25 AM,08/16/2020 11:31:13 AM,4,2,3
Google Play Random,08/16/2020 11:28:21 AM,08/16/2020 11:29:20 AM,5,5,4
Google Play Random,08/16/2020 11:25:36 AM,08/16/2020 11:27:31 AM,2,5,4
Google Play Random,08/16/2020 11:18:45 AM,08/16/2020 11:19:34 AM,1,3,4
Google Play Beta,08/16/2020 11:12:17 AM,08/16/2020 11:13:13 AM,5,4,3
Google Play Random,08/16/2020 10:50:46 AM,08/16/2020 10:55:28 AM,1,4,4
Google Play Random,08/16/2020 10:42:07 AM,08/16/2020 10:42:41 AM,1,4,2
Google Play Random,08/16/2020 10:27:23 AM,08/16/2020 10:28:48 AM,4,4,4
Google Play Random,08/16/2020 10:12:00 AM,08/16/2020 10:12:53 AM,4,5,4
Google Play Random,08/16/2020 10:06:36 AM,08/16/2020 10:07:18 AM,1,2,3
Google Play Random,08/16/2020 09:46:33 AM,08/16/2020 09:49:29 AM,2,2,5
Google Play Random,08/16/2020 09:25:21 AM,08/16/2020 09:27:37 AM,5,4,3
Google Play Random,08/16/2020 09:22:04 AM,08/16/2020 09:22:43 AM,3,5,4
Google Play Random,08/16/2020 09:20:43 AM,08/16/2020 09:24:22 AM,2,4,2
Google Play Random,08/16/2020 09:15:36 AM,08/16/2020 09:16:34 AM,3,2,5
Google Play Random,08/16/2020 09:07:29 AM,08/16/2020 09:09:16 AM,4,1,4
Google Play Random,08/16/2020 09:04:15 AM,08/16/2020 09:04:45 AM,3,4,5
Google Play Random,08/16/2020 09:01:45 AM,08/16/2020 09:02:10 AM,5,4,4
Google Play Random,08/16/2020 08:59:00 AM,08/16/2020 08:59:33 AM,1,2,4
Google Play Random,08/16/2020 08:38:53 AM,08/16/2020 08:40:38 AM,1,4,3
Google Play Random,08/16/2020 08:35:07 AM,08/16/2020 08:36:13 AM,4,1,3
Google Play Random,08/16/2020 08:33:47 AM,08/16/2020 08:35:21 AM,2,3,2
Google Play Random,08/16/2020 08:29:31 AM,08/16/2020 08:31:40 AM,5,4,3
Google Play Random,08/16/2020 08:13:38 AM,08/16/2020 08:14:14 AM,5,5,4
Google Play Random,08/16/2020 08:04:32 AM,08/16/2020 08:05:52 AM,3,5,1
Google Play Beta,08/16/2020 08:02:07 AM,08/16/2020 08:04:05 AM,5,4,1
Google Play Random,08/16/2020 07:40:27 AM,08/16/2020 07:41:32 AM,3,5,4
Google Play Random,08/16/2020 07:33:56 AM,08/16/2020 07:34:48 AM,4,4,3
Google Play Random,08/16/2020 07:33:03 AM,08/16/2020 07:35:04 AM,3,5,2
Google Play Random,08/16/2020 07:27:17 AM,08/16/2020 07:28:48 AM,4,5,5
Google Play Random,08/16/2020 06:46:14 AM,08/16/2020 06:47:35 AM,1,5,2
Google Play Random,08/16/2020 06:35:40 AM,08/16/2020 06:36:06 AM,3,2,4
Google Play Random,08/16/2020 06:33:39 AM,08/16/2020 06:34:34 AM,5,4,4
Google Play Random,08/16/2020 06:23:16 AM,08/16/2020 06:24:07 AM,4,4,2
Google Play Random,08/16/2020 06:20:58 AM,08/16/2020 06:22:36 AM,2,4,3
Google Play Random,08/16/2020 06:03:37 AM,08/16/2020 06:04:01 AM,4,5,3
Google Play Random,08/16/2020 06:00:52 AM,08/16/2020 06:01:47 AM,4,3,5
Google Play Random,08/16/2020 05:23:18 AM,08/16/2020 05:23:56 AM,5,3,4
Google Play Random,08/16/2020 05:15:52 AM,08/16/2020 05:16:48 AM,2,3,4
Google Play Random,08/16/2020 04:47:09 AM,08/16/2020 04:48:31 AM,1,4,5
Google Play Random,08/16/2020 04:41:30 AM,08/16/2020 04:44:37 AM,5,4,5
Google Play Random,08/16/2020 04:21:45 AM,08/16/2020 04:23:51 AM,1,4,4
Google Play Random,08/16/2020 03:40:20 AM,08/16/2020 03:41:43 AM,4,4,3
Google Play Random,08/16/2020 02:45:55 AM,08/16/2020 02:46:59 AM,4,5,3
Google Play Random,08/16/2020 02:42:15 AM,08/16/2020 02:43:00 AM,5,4,2
Google Play Random,08/16/2020 02:41:10 AM,08/16/2020 02:42:02 AM,4,3,3
Google Play Random,08/16/2020 02:34:48 AM,08/16/2020 02:37:11 AM,5,3,4
Google Play Random,08/16/2020 02:19:46 AM,08/16/2020 02:25:22 AM,2,3,1
Google Play Random,08/16/2020 02:08:55 AM,08/16/2020 02:10:10 AM,2,3,4
Google Play Beta,08/16/2020 01:50:35 AM,08/16/2020 01:51:32 AM,5,3,2
Google Play Random,08/16/2020 01:32:34 AM,08/16/2020 01:33:43 AM,5,5,5
Google Play Random,08/16/2020 01:11:15 AM,08/16/2020 01:12:12 AM,3,4,3
Google Play Random,08/16/2020 12:53:11 AM,08/16/2020 12:55:47 AM,5,3,2
Google Play Random,08/16/2020 12:49:51 AM,08/16/2020 12:52:00 AM,4,5,3
Google Play Random,08/16/2020 12:40:10 AM,08/16/2020 12:40:37 AM,3,1,5
Google Play Random,08/16/2020 12:23:53 AM,08/16/2020 12:25:13 AM,5,3,1
Google Play Random,08/16/2020 12:15:33 AM,08/16/2020 12:16:34 AM,4,2,4
Google Play Random,08/16/2020 12:15:19 AM,08/16/2020 12:16:09 AM,2,1,5
Google Play Random,08/16/2020 12:11:31 AM,08/16/2020 12:14:23 AM,1,2,3
Google Play Random,08/15/2020 11:54:40 PM,08/15/2020 11:55:03 PM,5,4,3
Google Play Random,08/15/2020 11:50:56 PM,08/15/2020 11:52:01 PM,4,2,4
Google Play Random,08/15/2020 10:57:51 PM,08/15/2020 11:49:30 PM,4,3,3
Google Play Random,08/15/2020 11:47:22 PM,08/15/2020 11:47:42 PM,3,4,3
Google Play Random,08/15/2020 11:35:09 PM,08/15/2020 11:36:15 PM,3,4,5
Google Play Random,08/15/2020 11:29:11 PM,08/15/2020 11:31:14 PM,1,3,2
Google Play Random,08/15/2020 11:03:29 PM,08/15/2020 11:04:10 PM,1,5,3
Google Play Random,08/15/2020 11:01:29 PM,08/15/2020 11:02:08 PM,2,5,5
Google Play Random,08/15/2020 10:29:48 PM,08/15/2020 10:30:31 PM,3,3,4
Google Play Random,08/15/2020 10:28:30 PM,08/15/2020 10:29:35 PM,1,5,4
Google Play Random,08/15/2020 10:13:50 PM,08/15/2020 10:15:03 PM,1,1,5
Google Play Random,08/15/2020 10:13:49 PM,08/15/2020 10:14:30 PM,5,4,3
Google Play Random,08/15/2020 10:10:50 PM,08/15/2020 10:11:22 PM,2,5,2
Google Play Random,08/15/2020 10:08:50 PM,08/15/2020 10:09:54 PM,5,3,4
Google Play Random,08/15/2020 10:07:33 PM,08/15/2020 10:08:03 PM,3,5,2
Google Play Random,08/15/2020 10:07:20 PM,08/15/2020 10:10:08 PM,4,4,3
Google Play Random,08/15/2020 09:57:44 PM,08/15/2020 09:59:19 PM,1,5,3
Google Play Random,08/15/2020 09:53:10 PM,08/15/2020 09:53:52 PM,4,5,2
Google Play Random,08/15/2020 09:05:07 PM,08/15/2020 09:06:22 PM,5,3,2
Google Play Random,08/15/2020 09:00:56 PM,08/15/2020 09:04:42 PM,3,4,2
Google Play Random,08/15/2020 08:57:26 PM,08/15/2020 08:58:35 PM,4,5,1
Google Play Random,08/15/2020 08:53:34 PM,08/15/2020 08:54:32 PM,4,3,2
Google Play Random,08/15/2020 08:31:57 PM,08/15/2020 08:32:52 PM,4,4,5
Google Play Random,08/15/2020 08:10:52 PM,08/15/2020 08:13:02 PM,3,5,2
Google Play Beta,08/15/2020 08:08:03 PM,08/15/2020 08:08:56 PM,3,5,4
Google Play Random,08/15/2020 07:53:24 PM,08/15/2020 07:56:41 PM,3,1,4
Google Play Random,08/15/2020 07:52:54 PM,08/15/2020 07:56:38 PM,5,4,3
Google Play Random,08/15/2020 07:36:04 PM,08/15/2020 07:36:45 PM,3,2,4
Google Play Random,08/15/2020 07:26:01 PM,08/15/2020 07:26:50 PM,3,3,5
Google Play Random,08/15/2020 07:20:47 PM,08/15/2020 07:22:21 PM,4,5,2
Google Play Random,08/15/2020 05:47:47 PM,08/15/2020 07:08:44 PM,4,3,2
Google Play Random,08/15/2020 07:04:08 PM,08/15/2020 07:05:05 PM,3,5,4
Google Play Random,08/15/2020 06:58:18 PM,08/15/2020 06:59:48 PM,2,3,4
Google Play Random,08/15/2020 06:40:25 PM,08/15/2020 06:41:33 PM,4,5,4
Google Play Random,08/15/2020 06:31:19 PM,08/15/2020 06:32:10 PM,3,3,3
Google Play Random,08/15/2020 06:16:46 PM,08/15/2020 06:17:58 PM,2,5,3
Google Play Random,08/15/2020 06:08:23 PM,08/15/2020 06:09:16 PM,2,3,1
Google Play Random,08/15/2020 05:53:38 PM,08/15/2020 05:54:19 PM,5,3,4
Google Play Random,08/15/2020 05:40:17 PM,08/15/2020 05:41:24 PM,5,4,3
Google Play Random,08/15/2020 05:37:49 PM,08/15/2020 05:39:26 PM,4,3,2
Google Play Random,08/15/2020 05:30:16 PM,08/15/2020 05:31:08 PM,3,5,4
Google Play Random,08/15/2020 05:25:58 PM,08/15/2020 05:28:36 PM,3,4,2
Google Play Random,08/15/2020 04:56:41 PM,08/15/2020 04:57:25 PM,4,5,2
Google Play Random,08/15/2020 04:54:54 PM,08/15/2020 04:55:39 PM,4,1,3
Google Play Random,08/15/2020 04:44:14 PM,08/15/2020 04:50:48 PM,5,3,2
Google Play Random,08/15/2020 04:43:06 PM,08/15/2020 04:44:13 PM,5,2,4
Google Play Random,08/15/2020 04:34:49 PM,08/15/2020 04:35:19 PM,2,4,1
Google Play Random,08/15/2020 04:30:26 PM,08/15/2020 04:31:13 PM,4,2,1
Google Play Random,08/15/2020 04:27:47 PM,08/15/2020 04:28:31 PM,1,4,4
Google Play Random,08/15/2020 04:18:18 PM,08/15/2020 04:19:16 PM,5,4,3
Google Play Random,08/15/2020 03:59:40 PM,08/15/2020 04:00:17 PM,3,2,3
Google Play Random,08/15/2020 03:58:27 PM,08/15/2020 04:00:02 PM,3,5,4
Google Play Random,08/15/2020 03:56:21 PM,08/15/2020 03:57:24 PM,4,2,2
Google Play Random,08/15/2020 03:56:14 PM,08/15/2020 03:57:15 PM,5,4,1
Google Play Random,08/15/2020 11:40:54 AM,08/15/2020 03:51:28 PM,1,3,5
Google Play Random,08/15/2020 03:45:41 PM,08/15/2020 03:46:55 PM,4,5,3
Google Play Random,08/15/2020 03:44:28 PM,08/15/2020 03:45:29 PM,4,3,2
Google Play Random,08/15/2020 03:39:43 PM,08/15/2020 03:41:42 PM,2,3,4
Google Play Random,08/15/2020 03:34:41 PM,08/15/2020 03:35:30 PM,2,4,3
Google Play Random,08/15/2020 03:34:21 PM,08/15/2020 03:34:55 PM,4,5,1
Google Play Random,08/15/2020 03:25:16 PM,08/15/2020 03:26:07 PM,1,5,3
Google Play Random,08/15/2020 03:14:13 PM,08/15/2020 03:15:12 PM,1,5,3
Google Play Random,08/15/2020 03:05:28 PM,08/15/2020 03:06:22 PM,1,5,4
Google Play Random,08/15/2020 03:01:10 PM,08/15/2020 03:02:06 PM,4,3,4
Google Play Random,08/15/2020 02:47:33 PM,08/15/2020 02:48:41 PM,4,1,2
Google Play Random,08/15/2020 02:45:21 PM,08/15/2020 02:46:19 PM,4,5,3
Google Play Random,08/15/2020 02:37:13 PM,08/15/2020 02:40:01 PM,5,4,2
Google Play Random,08/15/2020 02:35:50 PM,08/15/2020 02:37:36 PM,2,3,4
Google Play Random,08/15/2020 02:28:05 PM,08/15/2020 02:29:37 PM,2,4,4
Google Play Random,08/15/2020 02:19:40 PM,08/15/2020 02:20:38 PM,3,4,3
Google Play Random,08/15/2020 02:13:58 PM,08/15/2020 02:15:07 PM,4,2,3
Google Play Random,08/15/2020 02:13:56 PM,08/15/2020 02:14:42 PM,5,4,3
Google Play Random,08/15/2020 02:01:03 PM,08/15/2020 02:01:47 PM,2,4,4
Google Play Random,08/15/2020 02:00:23 PM,08/15/2020 02:02:28 PM,5,1,4
Google Play Random,08/15/2020 01:55:47 PM,08/15/2020 01:56:37 PM,4,3,2
Google Play Random,08/15/2020 01:51:45 PM,08/15/2020 01:52:13 PM,5,2,4
Google Play Random,08/15/2020 01:38:24 PM,08/15/2020 01:39:14 PM,4,5,4
Google Play Random,08/15/2020 01:34:55 PM,08/15/2020 01:35:54 PM,4,2,3
Google Play Random,08/15/2020 01:31:04 PM,08/15/2020 01:31:57 PM,2,4,3
Google Play Random,08/15/2020 01:28:41 PM,08/15/2020 01:29:23 PM,4,4,3
Google Play Random,08/15/2020 01:21:49 PM,08/15/2020 01:23:47 PM,5,1,3
Google Play Random,08/15/2020 01:14:21 PM,08/15/2020 01:15:12 PM,4,2,3
Google Play Random,08/15/2020 01:13:07 PM,08/15/2020 01:14:01 PM,5,4,3
Google Play Random,08/15/2020 01:10:44 PM,08/15/2020 01:11:27 PM,3,4,5
Google Play Random,08/15/2020 01:06:37 PM,08/15/2020 01:07:11 PM,3,4,5
Google Play Random,08/15/2020 01:01:33 PM,08/15/2020 01:03:13 PM,5,5,3
Google Play Random,08/15/2020 12:54:19 PM,08/15/2020 12:56:03 PM,1,5,3
Google Play Random,08/15/2020 12:45:43 PM,08/15/2020 12:46:26 PM,4,4,3
Google Play Random,08/15/2020 12:42:06 PM,08/15/2020 12:42:50 PM,5,1,3
Google Play Random,08/15/2020 12:27:17 PM,08/15/2020 12:28:12 PM,1,5,3
